# Time-averaged data for fix 22coord
# TimeStep c_sumcoor22
2000 0.0235417
4000 0.0254167
6000 0.0461458
8000 0.051875
10000 0.0660417
12000 0.0833333
14000 0.10625
16000 0.0753125
18000 0.0815625
20000 0.0644792
22000 0.0644792
24000 0.0673958
26000 0.0740625
28000 0.054375
30000 0.0498958
32000 0.0857292
34000 0.0746875
36000 0.0696875
38000 0.0557292
40000 0.0664583
42000 0.0630208
44000 0.0555208
46000 0.0611458
48000 0.0607292
50000 0.0694792
52000 0.0552083
54000 0.0515625
56000 0.0563542
58000 0.0755208
60000 0.0607292
62000 0.0578125
64000 0.0486458
66000 0.0465625
68000 0.055625
70000 0.0520833
72000 0.0546875
74000 0.0588542
76000 0.0496875
78000 0.0472917
80000 0.044375
82000 0.0452083
84000 0.0435417
86000 0.0534375
88000 0.0464583
90000 0.0480208
92000 0.0459375
94000 0.0448958
96000 0.03625
98000 0.0391667
100000 0.0390625
102000 0.0416667
104000 0.04375
106000 0.0340625
108000 0.0397917
110000 0.0327083
112000 0.0310417
114000 0.0363542
116000 0.0409375
118000 0.0344792
120000 0.0425
122000 0.0354167
124000 0.0380208
126000 0.0409375
128000 0.0428125
130000 0.0401042
132000 0.0398958
134000 0.0395833
136000 0.0382292
138000 0.0404167
140000 0.0414583
142000 0.0434375
144000 0.0457292
146000 0.0532292
148000 0.0425
150000 0.0475
152000 0.0416667
154000 0.049375
156000 0.0321875
158000 0.0298958
160000 0.033125
162000 0.0352083
164000 0.0355208
166000 0.03375
168000 0.0319792
170000 0.0394792
172000 0.0329167
174000 0.0460417
176000 0.0385417
178000 0.0375
180000 0.0330208
182000 0.0398958
184000 0.0361458
186000 0.0382292
188000 0.0345833
190000 0.0417708
192000 0.0385417
194000 0.0328125
196000 0.0357292
198000 0.0320833
200000 0.0325
202000 0.03
204000 0.0316667
206000 0.04875
208000 0.0403125
210000 0.0370833
212000 0.0305208
214000 0.0335417
216000 0.0255208
218000 0.0269792
220000 0.025
222000 0.03
224000 0.03125
226000 0.02625
228000 0.0261458
230000 0.0257292
232000 0.0242708
234000 0.0220833
236000 0.0228125
238000 0.03
240000 0.0332292
242000 0.0307292
244000 0.0288542
246000 0.025625
248000 0.0254167
250000 0.0304167
252000 0.0266667
254000 0.0291667
256000 0.0279167
258000 0.0283333
260000 0.0292708
262000 0.0289583
264000 0.0267708
266000 0.0258333
268000 0.0289583
270000 0.0264583
272000 0.0267708
274000 0.0257292
276000 0.0246875
278000 0.02625
280000 0.029375
282000 0.0229167
284000 0.0245833
286000 0.0242708
288000 0.0255208
290000 0.0289583
292000 0.0247917
294000 0.0272917
296000 0.0238542
298000 0.0258333
300000 0.02375
302000 0.0258333
304000 0.0242708
306000 0.0234375
308000 0.0214583
310000 0.0228125
312000 0.0227083
314000 0.02
316000 0.02125
318000 0.0220833
320000 0.023125
322000 0.0236458
324000 0.0241667
326000 0.029375
328000 0.0219792
330000 0.02375
332000 0.0271875
334000 0.023125
336000 0.021875
338000 0.0230208
340000 0.0234375
342000 0.0258333
344000 0.0263542
346000 0.0238542
348000 0.0255208
350000 0.024375
352000 0.0247917
354000 0.025
356000 0.0239583
358000 0.021875
360000 0.0217708
362000 0.0230208
364000 0.0233333
366000 0.0235417
368000 0.0248958
370000 0.0260417
372000 0.0226042
374000 0.0210417
376000 0.0230208
378000 0.0240625
380000 0.0241667
382000 0.0277083
384000 0.0285417
386000 0.024375
388000 0.0258333
390000 0.0246875
392000 0.0254167
394000 0.0288542
396000 0.0236458
398000 0.0275
400000 0.0286458
402000 0.0282292
404000 0.0241667
406000 0.028125
408000 0.0263542
410000 0.0234375
412000 0.0258333
414000 0.0221875
416000 0.025
418000 0.0216667
420000 0.0275
422000 0.0214583
424000 0.0216667
426000 0.0230208
428000 0.0192708
430000 0.0188542
432000 0.0180208
434000 0.0196875
436000 0.016875
438000 0.0192708
440000 0.0214583
442000 0.0217708
444000 0.0252083
446000 0.0217708
448000 0.0208333
450000 0.0177083
452000 0.0207292
454000 0.0184375
456000 0.018125
458000 0.0151042
460000 0.0176042
462000 0.018125
464000 0.0177083
466000 0.0153125
468000 0.0157292
470000 0.0160417
472000 0.0141667
474000 0.0165625
476000 0.0198958
478000 0.0178125
480000 0.0165625
482000 0.0186458
484000 0.0175
486000 0.0157292
488000 0.0197917
490000 0.0154167
492000 0.018125
494000 0.0141667
496000 0.0146875
498000 0.0160417
500000 0.0146875
502000 0.0128125
504000 0.0144792
506000 0.0138542
508000 0.0141667
510000 0.0122917
512000 0.0154167
514000 0.0151042
516000 0.01375
518000 0.0136458
520000 0.0190625
522000 0.0155208
524000 0.0146875
526000 0.0129167
528000 0.0154167
530000 0.0132292
532000 0.0133333
534000 0.0130208
536000 0.0160417
538000 0.0155208
540000 0.0134375
542000 0.0158333
544000 0.018125
546000 0.0152083
548000 0.0141667
550000 0.0134375
552000 0.014375
554000 0.0136458
556000 0.0145833
558000 0.0148958
560000 0.0126042
562000 0.0119792
564000 0.0139583
566000 0.0114583
568000 0.0107292
570000 0.0115625
572000 0.0123958
574000 0.0148958
576000 0.0161458
578000 0.0155208
580000 0.0133333
582000 0.01125
584000 0.0129167
586000 0.0125
588000 0.0119792
590000 0.0132292
592000 0.0121875
594000 0.0109375
596000 0.0126042
598000 0.0125
600000 0.0122917
602000 0.0135417
604000 0.0116667
606000 0.0130208
608000 0.0139583
610000 0.0132292
612000 0.0127083
614000 0.0146875
616000 0.0128125
618000 0.0151042
620000 0.0136458
