# Time-averaged data for fix temp_info
# TimeStep v_atemp
2000 5586.1
4000 5881.2
6000 5821.95
8000 5542.15
10000 5568.28
12000 5351.93
14000 5246.18
16000 5153.66
18000 5081.04
20000 4950.32
22000 4740.25
24000 4571.54
26000 4639.46
28000 4469.86
30000 4124.79
32000 4269.57
34000 4069.61
36000 3932.92
38000 3791.43
40000 3776.96
42000 3546.02
44000 3516.07
46000 3277.82
48000 3212.26
50000 2995.28
52000 3032.71
54000 2845.64
56000 2645.46
58000 2580.26
60000 2495.79
62000 2344.98
64000 2192.52
66000 2132.99
68000 2035.48
70000 1934.54
72000 1717.76
74000 1644.43
76000 1541.84
78000 1374.51
80000 1257.68
82000 1185.14
84000 1042.78
86000 924.261
88000 783.937
90000 668.681
92000 548.926
94000 428.83
96000 312.22
98000 187.218
100000 75.3854
