# Time-averaged data for fix 12coord
# TimeStep c_sumcoor12
2000 1.32693
4000 1.31792
6000 1.32323
8000 1.32422
10000 1.31646
12000 1.28943
14000 1.30401
16000 1.30693
18000 1.23885
20000 1.27641
22000 1.28417
24000 1.26396
26000 1.27458
28000 1.34786
30000 1.33339
32000 1.33406
34000 1.31823
36000 1.32083
38000 1.28438
40000 1.30776
42000 1.32828
44000 1.31953
46000 1.29604
48000 1.30005
50000 1.32016
52000 1.33969
54000 1.32911
56000 1.3287
58000 1.32661
60000 1.33932
62000 1.33693
64000 1.35568
66000 1.35036
68000 1.35073
70000 1.32896
72000 1.31589
74000 1.34089
76000 1.36385
78000 1.3487
80000 1.32427
82000 1.31833
84000 1.34437
86000 1.35172
88000 1.34771
90000 1.34198
92000 1.30875
94000 1.3225
96000 1.34266
98000 1.34328
100000 1.34182
102000 1.34859
104000 1.33099
106000 1.34104
108000 1.35813
110000 1.35021
112000 1.35927
114000 1.35443
116000 1.3624
118000 1.36667
120000 1.38641
122000 1.38026
124000 1.37563
126000 1.35745
128000 1.36505
130000 1.35224
132000 1.37063
134000 1.38115
136000 1.37255
138000 1.35495
140000 1.35573
142000 1.35604
144000 1.34839
146000 1.32781
148000 1.34167
150000 1.3625
152000 1.3537
154000 1.36693
156000 1.3637
158000 1.34927
160000 1.36094
162000 1.37339
164000 1.35198
166000 1.34641
168000 1.34151
170000 1.3362
172000 1.33526
174000 1.34302
176000 1.34589
178000 1.34667
180000 1.34521
182000 1.33698
184000 1.33682
186000 1.34281
188000 1.34484
190000 1.33771
192000 1.34818
194000 1.34661
196000 1.34781
198000 1.34229
200000 1.35109
202000 1.33714
204000 1.33885
206000 1.3488
208000 1.34828
210000 1.33234
212000 1.3474
214000 1.35365
216000 1.36625
218000 1.36349
220000 1.35958
222000 1.3525
224000 1.34427
226000 1.34594
228000 1.35562
230000 1.36089
232000 1.36193
234000 1.35536
236000 1.34292
238000 1.34542
240000 1.34224
242000 1.34365
244000 1.33224
246000 1.34141
248000 1.34875
250000 1.34932
252000 1.35453
254000 1.34344
256000 1.35083
258000 1.34292
260000 1.34302
262000 1.35552
264000 1.3575
266000 1.36276
268000 1.35
270000 1.35323
272000 1.34255
274000 1.33938
276000 1.33906
278000 1.34307
280000 1.35245
282000 1.35531
284000 1.34448
286000 1.35401
288000 1.34443
290000 1.35474
292000 1.36156
294000 1.3687
296000 1.36927
298000 1.37271
300000 1.37339
302000 1.38141
304000 1.37807
306000 1.37911
308000 1.36208
310000 1.35411
312000 1.3675
314000 1.36203
316000 1.37047
318000 1.37687
320000 1.37953
322000 1.37026
324000 1.36974
326000 1.3663
328000 1.3699
330000 1.37875
332000 1.37995
334000 1.38005
336000 1.39885
338000 1.39151
340000 1.37224
342000 1.36792
344000 1.3762
346000 1.3751
348000 1.38078
350000 1.39036
352000 1.39573
354000 1.37469
356000 1.36615
358000 1.37208
360000 1.37464
362000 1.37615
364000 1.3913
366000 1.38719
368000 1.36271
370000 1.37786
372000 1.3725
374000 1.38516
376000 1.3849
378000 1.37448
380000 1.39078
382000 1.37495
384000 1.37229
386000 1.36854
388000 1.38443
390000 1.37859
392000 1.37792
394000 1.36859
396000 1.36365
398000 1.35531
400000 1.35917
402000 1.36464
404000 1.36781
406000 1.375
408000 1.36943
410000 1.37891
412000 1.37021
414000 1.36984
416000 1.38198
418000 1.38302
420000 1.39219
422000 1.39276
424000 1.39031
426000 1.38953
428000 1.37849
430000 1.38635
432000 1.38302
434000 1.36698
436000 1.3763
438000 1.38802
440000 1.39469
442000 1.39318
444000 1.3926
446000 1.39208
448000 1.39234
450000 1.39281
452000 1.39823
454000 1.39661
456000 1.39198
458000 1.39292
460000 1.3938
462000 1.39995
464000 1.39042
466000 1.39214
468000 1.39594
470000 1.39542
472000 1.39484
474000 1.3975
476000 1.40104
478000 1.40667
480000 1.4062
482000 1.4099
484000 1.41271
486000 1.41401
488000 1.39547
490000 1.39495
492000 1.40182
494000 1.40208
496000 1.39385
498000 1.39375
500000 1.38885
502000 1.38766
504000 1.40104
506000 1.39458
508000 1.39609
510000 1.40031
512000 1.4024
514000 1.40313
516000 1.40724
518000 1.40729
520000 1.40193
522000 1.39974
524000 1.40313
526000 1.4026
528000 1.40307
530000 1.4024
532000 1.39203
534000 1.39219
536000 1.38401
538000 1.37583
540000 1.38562
542000 1.3951
544000 1.39469
546000 1.39526
548000 1.38193
550000 1.38302
552000 1.38182
554000 1.37589
556000 1.37073
558000 1.37146
560000 1.37214
562000 1.37042
564000 1.37083
566000 1.37307
568000 1.37156
570000 1.38885
572000 1.39443
574000 1.39307
576000 1.38151
578000 1.3826
580000 1.3826
582000 1.38354
584000 1.38214
586000 1.38266
588000 1.38005
590000 1.38078
592000 1.38156
594000 1.38089
596000 1.38073
598000 1.37995
600000 1.38073
602000 1.38188
604000 1.38115
606000 1.38099
608000 1.38094
610000 1.38125
612000 1.38234
614000 1.38187
616000 1.38078
618000 1.38031
620000 1.38161
622000 1.38266
624000 1.38167
626000 1.38271
628000 1.3849
630000 1.38266
632000 1.38203
634000 1.38198
636000 1.38073
638000 1.38318
640000 1.38167
642000 1.38161
644000 1.38156
646000 1.38437
648000 1.38318
650000 1.38208
652000 1.38219
654000 1.38057
656000 1.38156
658000 1.38167
660000 1.38125
662000 1.38115
664000 1.38151
666000 1.38245
668000 1.38146
670000 1.38208
672000 1.38182
674000 1.38083
676000 1.38193
678000 1.38083
680000 1.38141
682000 1.38109
684000 1.38187
686000 1.38286
688000 1.38167
690000 1.38125
692000 1.38167
694000 1.38141
696000 1.38135
698000 1.3812
700000 1.38187
702000 1.37964
704000 1.38182
706000 1.38099
708000 1.3826
710000 1.38073
712000 1.38135
714000 1.38286
716000 1.38229
718000 1.38156
720000 1.38104
722000 1.38276
724000 1.38187
726000 1.38255
728000 1.38104
730000 1.38339
732000 1.38141
734000 1.38135
736000 1.38151
738000 1.38266
740000 1.37948
742000 1.38281
744000 1.38359
746000 1.38266
748000 1.38266
750000 1.38161
752000 1.38203
754000 1.38328
756000 1.385
758000 1.38505
760000 1.38578
762000 1.38448
764000 1.38432
766000 1.38193
768000 1.38286
770000 1.38339
772000 1.3826
774000 1.38224
776000 1.38318
778000 1.38375
780000 1.38427
782000 1.38422
784000 1.38328
786000 1.38385
788000 1.38401
790000 1.38307
792000 1.38552
794000 1.38521
796000 1.38599
798000 1.38391
800000 1.38464
802000 1.38437
804000 1.3838
806000 1.38458
808000 1.38594
810000 1.38531
812000 1.38484
814000 1.385
816000 1.38375
818000 1.38401
820000 1.38547
822000 1.38521
824000 1.38297
826000 1.38526
828000 1.38521
830000 1.38547
832000 1.38443
834000 1.38474
836000 1.38432
838000 1.38437
840000 1.38401
842000 1.3863
844000 1.38354
846000 1.38411
848000 1.38448
850000 1.38604
852000 1.38495
854000 1.38354
856000 1.38448
858000 1.3863
860000 1.38526
862000 1.38411
864000 1.38505
866000 1.38479
868000 1.38495
870000 1.38474
872000 1.38437
874000 1.38505
876000 1.38359
878000 1.38562
880000 1.38385
882000 1.38531
884000 1.38526
886000 1.38464
888000 1.38464
890000 1.38615
892000 1.38583
894000 1.3838
896000 1.38568
898000 1.38557
900000 1.38729
902000 1.38703
904000 1.38693
906000 1.38792
908000 1.38677
910000 1.38703
912000 1.38818
914000 1.38813
916000 1.38755
918000 1.38807
920000 1.38865
922000 1.38849
924000 1.39036
926000 1.39099
928000 1.38844
930000 1.38833
932000 1.38974
934000 1.38932
936000 1.38823
938000 1.39078
940000 1.39031
942000 1.3899
944000 1.39161
946000 1.39026
948000 1.39016
950000 1.39099
952000 1.39094
954000 1.39156
956000 1.39073
958000 1.39167
960000 1.39219
962000 1.39328
