# Time-averaged data for fix potential_info
# TimeStep v_apot
2000 -569.101
4000 -564.89
6000 -557.038
8000 -550.879
10000 -553.577
12000 -547.837
14000 -549.714
16000 -548.225
18000 -549.521
20000 -557.734
22000 -560.922
24000 -559.235
26000 -561.675
28000 -568.322
30000 -570.445
32000 -573.76
34000 -575.35
36000 -576.545
38000 -578.912
40000 -578.446
42000 -581.391
44000 -581.986
46000 -583.774
48000 -585.333
50000 -586.292
52000 -587.703
54000 -590.046
56000 -592.023
58000 -592.346
60000 -593.419
62000 -595.314
64000 -596.338
66000 -598.624
68000 -600.611
70000 -602.033
72000 -603.974
74000 -605.361
76000 -606.649
78000 -609.045
80000 -610.856
82000 -612.074
84000 -613.298
86000 -615.005
88000 -616.925
90000 -618.4
92000 -619.803
94000 -621.483
96000 -622.971
98000 -624.686
100000 -626.128
