# Time-averaged data for fix cell_info
# TimeStep v_avol v_alx v_aly v_alz
2000 2275.18 12.9372 12.9372 13.5873
4000 2218.93 12.8305 12.8305 13.4753
6000 2196.41 12.7863 12.7863 13.4288
8000 2293.12 12.9714 12.9714 13.6232
10000 2112.49 12.6193 12.6193 13.2534
12000 2027.63 12.4495 12.4495 13.0751
14000 2062.71 12.5207 12.5207 13.1499
16000 2076.25 12.5483 12.5483 13.1788
18000 1829.05 12.0299 12.0299 12.6344
20000 1893.86 12.164 12.164 12.7752
22000 1821.18 12.011 12.011 12.6146
24000 1680.53 11.6963 11.6963 12.2841
26000 1612.9 11.5359 11.5359 12.1155
28000 1652.16 11.6291 11.6291 12.2134
30000 1683.43 11.7026 11.7026 12.2907
32000 1662.84 11.6539 11.6539 12.2395
34000 1707.64 11.7583 11.7583 12.3491
36000 1775.1 11.9085 11.9085 12.5069
38000 1745.93 11.8452 11.8452 12.4405
40000 1811.2 11.9916 11.9916 12.5942
42000 1870.75 12.1208 12.1208 12.7299
44000 1814.56 11.9978 11.9978 12.6007
46000 1744.91 11.8388 11.8388 12.4337
48000 1790.73 11.945 11.945 12.5452
50000 1828.56 12.0289 12.0289 12.6334
52000 1756.21 11.8686 11.8686 12.465
54000 1773.14 11.907 11.907 12.5054
56000 1750.56 11.8563 11.8563 12.4521
58000 1743.95 11.8412 11.8412 12.4362
60000 1759.6 11.8763 11.8763 12.4731
62000 1729.92 11.8079 11.8079 12.4012
64000 1762.4 11.8827 11.8827 12.4798
66000 1735.34 11.8221 11.8221 12.4161
68000 1737.71 11.8266 11.8266 12.4209
70000 1737.54 11.8265 11.8265 12.4208
72000 1741.41 11.8357 11.8357 12.4305
74000 1737.31 11.8266 11.8266 12.4209
76000 1735.88 11.8232 11.8232 12.4174
78000 1728.04 11.8047 11.8047 12.3979
80000 1715.4 11.776 11.776 12.3678
82000 1709.94 11.7635 11.7635 12.3546
84000 1721.59 11.7899 11.7899 12.3823
86000 1709.99 11.764 11.764 12.3552
88000 1717.12 11.7806 11.7806 12.3726
90000 1693.74 11.7268 11.7268 12.3161
92000 1700.96 11.7435 11.7435 12.3336
94000 1693.38 11.7261 11.7261 12.3153
96000 1687.04 11.7114 11.7114 12.2999
98000 1685.71 11.7083 11.7083 12.2967
100000 1680.1 11.6953 11.6953 12.283
