# Time-averaged data for fix cell_info
# TimeStep v_avol v_alx v_aly v_alz
2000 2314.57 13.011 13.011 13.6648
4000 2315.82 13.0145 13.0145 13.6685
6000 2338.36 13.0553 13.0553 13.7113
8000 2360.62 13.0967 13.0967 13.7549
10000 2405.13 13.1779 13.1779 13.8401
12000 2155.67 12.7065 12.7065 13.345
14000 2012.76 12.4169 12.4169 13.0408
16000 1895.19 12.1727 12.1727 12.7844
18000 1811.95 11.9903 11.9903 12.5928
20000 1712.47 11.767 11.767 12.3583
22000 1722.79 11.79 11.79 12.3824
24000 1725.31 11.7985 11.7985 12.3914
26000 1692.56 11.7223 11.7223 12.3113
28000 1660.7 11.6484 11.6484 12.2338
30000 1667.55 11.6655 11.6655 12.2517
32000 1647.05 11.6174 11.6174 12.2012
34000 1669.73 11.6708 11.6708 12.2573
36000 1690.71 11.7162 11.7162 12.3049
38000 1655.33 11.6367 11.6367 12.2214
40000 1684.83 11.7038 11.7038 12.292
42000 1688.7 11.714 11.714 12.3027
44000 1718.04 11.7826 11.7826 12.3747
46000 1722.04 11.7918 11.7918 12.3843
48000 1738.38 11.8272 11.8272 12.4215
50000 1697.11 11.734 11.734 12.3236
52000 1723.48 11.7951 11.7951 12.3878
54000 1723.82 11.7948 11.7948 12.3875
56000 1679.45 11.6916 11.6916 12.2791
58000 1723.72 11.794 11.794 12.3867
60000 1704.13 11.7499 11.7499 12.3404
62000 1712.54 11.7701 11.7701 12.3615
64000 1681.5 11.6985 11.6985 12.2863
66000 1712.32 11.7688 11.7688 12.3602
68000 1683.12 11.7011 11.7011 12.2891
70000 1694.16 11.7275 11.7275 12.3169
72000 1671 11.674 11.674 12.2606
74000 1655.17 11.6371 11.6371 12.2219
76000 1644.09 11.6111 11.6111 12.1945
78000 1646.93 11.6178 11.6178 12.2016
80000 1641.35 11.6039 11.6039 12.187
82000 1631.26 11.5801 11.5801 12.162
84000 1634.32 11.5876 11.5876 12.1699
86000 1629.05 11.5756 11.5756 12.1573
88000 1628.39 11.574 11.574 12.1556
90000 1625.53 11.5671 11.5671 12.1484
92000 1612.67 11.5366 11.5366 12.1163
94000 1617.25 11.5476 11.5476 12.1279
96000 1605.21 11.5188 11.5188 12.0977
98000 1602.63 11.5126 11.5126 12.0911
100000 1602.87 11.513 11.513 12.0916
