# Time-averaged data for fix temp_info
# TimeStep v_atemp
2000 5582.86
4000 5888.1
6000 5757.81
8000 5624.55
10000 5503.97
12000 5375.12
14000 5260.41
16000 5245.51
18000 4965.1
20000 4959.96
22000 4822.34
24000 4646.94
26000 4466.82
28000 4509.09
30000 4321.75
32000 4233.03
34000 4022
36000 3854.83
38000 3762.38
40000 3586.76
42000 3486.23
44000 3431.05
46000 3419.4
48000 3254.07
50000 3078.12
52000 3037.86
54000 2902.36
56000 2781.36
58000 2609.66
60000 2503.18
62000 2411.18
64000 2261.07
66000 2103.68
68000 1978.43
70000 1865.6
72000 1791.34
74000 1645.69
76000 1462.99
78000 1394.8
80000 1276.17
82000 1147.55
84000 1050.93
86000 932.983
88000 803.661
90000 687.579
92000 560.236
94000 434.762
96000 310.505
98000 191.218
100000 76.2957
