# Time-averaged data for fix potential_info
# TimeStep v_apot
2000 -566.172
4000 -561.342
6000 -556.035
8000 -550.002
10000 -540.82
12000 -529.018
14000 -534.633
16000 -542.932
18000 -548.329
20000 -552.5
22000 -561.345
24000 -568.422
26000 -568.115
28000 -563.861
30000 -563.797
32000 -564.065
34000 -570.083
36000 -568.838
38000 -572.592
40000 -575.315
42000 -576.165
44000 -579.85
46000 -580.328
48000 -584.315
50000 -587.539
52000 -589.31
54000 -591.636
56000 -592.817
58000 -595.047
60000 -595.071
62000 -596.741
64000 -598.574
66000 -600.066
68000 -601.25
70000 -603.524
72000 -604.892
74000 -606.589
76000 -607.804
78000 -610.297
80000 -612.142
82000 -613.841
84000 -614.544
86000 -616.401
88000 -618.06
90000 -619.958
92000 -621.477
94000 -623.029
96000 -624.565
98000 -626.078
100000 -627.587
