# Time-averaged data for fix temp_info
# TimeStep v_atemp
2000 5649.39
4000 6004.47
6000 5988.12
8000 5920.13
10000 5906.81
12000 6069.87
14000 5708.74
16000 5859.16
18000 5780.5
20000 5939
22000 5717.31
24000 5728.56
26000 5639.48
28000 5686.6
30000 5844.57
32000 5735.11
34000 5598.86
36000 5649.77
38000 5366.22
40000 5607.29
42000 5279.17
44000 5543.12
46000 5556.45
48000 5553.77
50000 5409.4
52000 5306.52
54000 5253.56
56000 5305.46
58000 5145.42
60000 5209.88
62000 5276.96
64000 5331.61
66000 5143.18
68000 5174.72
70000 5157.17
72000 5103.19
74000 5178.41
76000 5042.49
78000 5016.48
80000 4892.07
82000 4964.67
84000 4875.72
86000 5004.58
88000 4943.86
90000 4988.36
92000 4965.06
94000 4888.85
96000 4763.57
98000 4796.81
100000 4835.95
102000 4704.56
104000 4602.6
106000 4665.39
108000 4612.68
110000 4598.2
112000 4556.78
114000 4639.64
116000 4491.49
118000 4472.78
120000 4654.25
122000 4532.19
124000 4537.46
126000 4412.14
128000 4439.95
130000 4327.83
132000 4363.76
134000 4348.34
136000 4286.42
138000 4276.51
140000 4184.74
142000 4380.7
144000 4266.7
146000 4293.63
148000 4072.51
150000 4112.14
152000 4231.36
154000 4098.68
156000 4121.36
158000 3990.61
160000 3953.71
162000 4017.92
164000 4085.34
166000 3969.79
168000 3992.05
170000 3981.81
172000 4094.95
174000 4054.4
176000 4052.36
178000 3950.04
180000 4037.83
182000 4108.27
184000 4020.14
186000 3888.06
188000 4078.12
190000 4095.11
192000 4027.45
194000 3896.75
196000 3915.17
198000 4121.48
200000 3953.82
202000 4005.8
204000 4028.38
206000 3897.32
208000 3983.17
210000 3918.91
212000 4016.24
214000 4070.44
216000 3974.2
218000 3905.33
220000 3971.29
222000 3919.66
224000 4107.83
226000 4010.82
228000 3967.96
230000 3977.98
232000 3983.87
234000 4036.54
236000 4050.06
238000 4096.09
240000 3927.65
242000 3906.59
244000 3915.8
246000 3921.91
248000 3885.98
250000 3904.61
252000 3834.39
254000 3952.74
256000 3912.68
258000 3919.6
260000 3787.08
262000 3652.46
264000 3655.11
266000 3698.08
268000 3626.94
270000 3699.65
272000 3577.23
274000 3567.93
276000 3636.5
278000 3617.96
280000 3476.47
282000 3440.36
284000 3397.6
286000 3500.11
288000 3515.38
290000 3370.61
292000 3317.81
294000 3431.84
296000 3298.38
298000 3377.39
300000 3321.54
302000 3264.61
304000 3262.41
306000 3090.52
308000 3114.28
310000 3114.87
312000 3178.38
314000 3110.38
316000 2983.47
318000 3049.02
320000 3054.89
322000 3049.07
324000 3105.66
326000 3072.21
328000 3020.54
330000 3088.91
332000 3005.07
334000 3058.18
336000 3074.44
338000 3048.49
340000 3010.45
342000 3088.05
344000 3027.62
346000 2950.26
348000 2915.44
350000 2983.6
352000 2989.82
354000 3007.97
356000 3049.17
358000 3082.31
360000 3066.48
362000 3007.6
364000 3059.56
366000 2983.25
