# Time-averaged data for fix potential_info
# TimeStep v_apot
2000 -564.16
4000 -543.176
6000 -523.775
8000 -521.497
10000 -520.337
12000 -521.874
14000 -534.848
16000 -527.777
18000 -531.768
20000 -536.008
22000 -537.556
24000 -535.935
26000 -540.779
28000 -544.009
30000 -540.654
32000 -540.25
34000 -542.354
36000 -540.945
38000 -548.771
40000 -536.758
42000 -546.16
44000 -545.4
46000 -534.157
48000 -534.262
50000 -544.884
52000 -552.507
54000 -552.363
56000 -554.968
58000 -554.14
60000 -552.726
62000 -549.725
64000 -549.164
66000 -559.236
68000 -554.419
70000 -545.426
72000 -551.718
74000 -542.948
76000 -544.334
78000 -549.92
80000 -551.543
82000 -552.73
84000 -551.149
86000 -553.336
88000 -557.082
90000 -560.659
92000 -556.95
94000 -562.722
96000 -561.962
98000 -552.268
100000 -552.241
102000 -556.073
104000 -563.847
106000 -566.042
108000 -569.041
110000 -563.248
112000 -564.09
114000 -560.95
116000 -565.012
118000 -561.668
120000 -563.247
122000 -566.795
124000 -566.589
126000 -569.333
128000 -569.727
130000 -570.966
132000 -567.818
134000 -567.791
136000 -562.185
138000 -563.561
140000 -568.891
142000 -567.009
144000 -568.636
146000 -565.772
148000 -567.794
150000 -567.697
152000 -568.299
154000 -567.431
156000 -568.43
158000 -569.087
160000 -570.425
162000 -571.995
164000 -569.919
166000 -570.778
168000 -573.18
170000 -570.656
172000 -571.406
174000 -572.038
176000 -573.897
178000 -576.687
180000 -575.974
182000 -575.782
184000 -577.488
186000 -576.126
188000 -575.94
190000 -575.63
192000 -576.169
194000 -577.994
196000 -578.603
198000 -576.586
200000 -575.252
202000 -574.202
204000 -573.097
206000 -575.339
208000 -575.308
210000 -577.19
212000 -574.596
214000 -574.189
216000 -575.396
218000 -576.909
220000 -572.717
222000 -576.919
224000 -572.958
226000 -574.113
228000 -573.751
230000 -573.632
232000 -573.292
234000 -570.051
236000 -570.28
238000 -569.178
240000 -572.209
242000 -574.643
244000 -573.275
246000 -572.676
248000 -575.308
250000 -574.026
252000 -576.239
254000 -573.033
256000 -575.306
258000 -573.003
260000 -576.766
262000 -578.486
264000 -578.876
266000 -574.546
268000 -580.559
270000 -580.85
272000 -581.501
274000 -581.287
276000 -580.324
278000 -580.266
280000 -580.376
282000 -582.776
284000 -582.91
286000 -581.883
288000 -581.052
290000 -584.644
292000 -584.362
294000 -580.533
296000 -584.558
298000 -582.962
300000 -582.477
302000 -584.325
304000 -585.5
306000 -587.152
308000 -586.114
310000 -587.864
312000 -586.81
314000 -587.7
316000 -588.302
318000 -587.281
320000 -588.551
322000 -588.571
324000 -588.83
326000 -588.865
328000 -589.308
330000 -586.482
332000 -588.498
334000 -588.23
336000 -588.767
338000 -590.474
340000 -590.982
342000 -590.184
344000 -590.621
346000 -592.025
348000 -591.996
350000 -591.225
352000 -591.602
354000 -591.05
356000 -592.375
358000 -589.9
360000 -590.168
362000 -590.275
364000 -588.937
366000 -590.778
368000 -590.709
370000 -590.816
