# Time-averaged data for fix cell_info
# TimeStep v_avol v_alx v_aly v_alz
2000 2312.12 13.0058 13.0058 13.6594
4000 2279.79 12.9454 12.9454 13.5959
6000 2265.36 12.9173 12.9173 13.5664
8000 2068.94 12.5334 12.5334 13.1632
10000 2094.77 12.582 12.582 13.2143
12000 2099.66 12.5869 12.5869 13.2194
14000 1814.37 11.9941 11.9941 12.5968
16000 1841.91 12.0569 12.0569 12.6627
18000 1667.08 11.6573 11.6573 12.2431
20000 1540.79 11.3608 11.3608 11.9317
22000 1655.06 11.6359 11.6359 12.2206
24000 1758.22 11.8714 11.8714 12.4679
26000 1736.54 11.8197 11.8197 12.4136
28000 1622.97 11.5599 11.5599 12.1408
30000 1681.97 11.6974 11.6974 12.2852
32000 1544.15 11.369 11.369 11.9403
34000 1537.1 11.3514 11.3514 11.9218
36000 1532.73 11.3426 11.3426 11.9126
38000 1492.65 11.2418 11.2418 11.8067
40000 1649.59 11.6122 11.6122 12.1957
42000 1699.25 11.7393 11.7393 12.3293
44000 1717.22 11.7805 11.7805 12.3725
46000 1706.43 11.7492 11.7492 12.3396
48000 1756.97 11.869 11.869 12.4655
50000 1649.87 11.6232 11.6232 12.2073
52000 1630 11.5774 11.5774 12.1591
54000 1595.42 11.4928 11.4928 12.0703
56000 1603.54 11.5141 11.5141 12.0927
58000 1627.93 11.5727 11.5727 12.1542
60000 1527.92 11.3294 11.3294 11.8987
62000 1560.38 11.4097 11.4097 11.9831
64000 1613.61 11.5381 11.5381 12.1179
66000 1502.25 11.2659 11.2659 11.8321
68000 1551.41 11.3837 11.3837 11.9557
70000 1539.62 11.3559 11.3559 11.9266
72000 1507.38 11.2794 11.2794 11.8462
74000 1553.07 11.3926 11.3926 11.965
76000 1618.65 11.5482 11.5482 12.1286
78000 1588.78 11.4781 11.4781 12.0549
80000 1626.42 11.5669 11.5669 12.1482
82000 1619.9 11.5516 11.5516 12.1321
84000 1660.7 11.6492 11.6492 12.2346
86000 1679.87 11.6936 11.6936 12.2813
88000 1640.41 11.5999 11.5999 12.1828
90000 1701.37 11.7435 11.7435 12.3336
92000 1682.02 11.6987 11.6987 12.2866
94000 1674.07 11.6808 11.6808 12.2678
96000 1574.45 11.4413 11.4413 12.0163
98000 1538.78 11.3564 11.3564 11.9271
