# Time-averaged data for fix temp_info
# TimeStep v_atemp
2000 5705.09
4000 5966.66
6000 5799.35
8000 6061.07
10000 6002.61
12000 6009.2
14000 5951.8
16000 5971.99
18000 5888.83
20000 5808.64
22000 5889.95
24000 5606.83
26000 5605.79
28000 5761.67
30000 5659.88
32000 5739.6
34000 5606.84
36000 5638.14
38000 5591.31
40000 5629.1
42000 5554.27
44000 5469.14
46000 5573.93
48000 5327.32
50000 5219.63
52000 5442.04
54000 5249.37
56000 5221.41
58000 5402.56
60000 5306.7
62000 5291.24
64000 5217.94
66000 5242.07
68000 5105.99
70000 5061.49
72000 5017.87
74000 5214.33
76000 4972.19
78000 5092.29
80000 5041.47
82000 5064.13
84000 5049.09
86000 4882.34
88000 5106.4
90000 4930.01
92000 4734.65
94000 4995.97
96000 4866.74
98000 4904.34
100000 4900.83
102000 4862.47
104000 4640.28
106000 4637.33
108000 4663.71
110000 4547.34
112000 4672.06
114000 4599.48
116000 4536.68
118000 4619.1
120000 4589
122000 4532.35
124000 4506.8
126000 4408.95
128000 4391.57
130000 4450.05
132000 4254.81
134000 4230.4
136000 4373.05
138000 4188.93
140000 4265.84
142000 4204.54
144000 4200.81
146000 4275.24
148000 4199.5
150000 4167.25
152000 4170.09
154000 4195.3
156000 4115.83
158000 4156.77
160000 4104.92
162000 3916.65
164000 4000.38
166000 4060.97
168000 4156.4
170000 3986.8
172000 3943.99
174000 3877.02
176000 3850.13
178000 4083.82
180000 4099.06
182000 4107.84
184000 4008.65
186000 4047.21
188000 4097.88
190000 4120.72
192000 4114.09
194000 4012.18
196000 3936.74
198000 3980.47
200000 4138.62
202000 4062.33
204000 4067.31
206000 3998.07
208000 4064.67
210000 4068.87
212000 4045.79
214000 4077.67
216000 3889.71
218000 3927.94
220000 4002.55
222000 4077.73
224000 3963.58
226000 4145.85
228000 4023.17
230000 4040.84
232000 4112.41
234000 4036.27
236000 3975.69
238000 4051.01
240000 4074.92
242000 4050.03
244000 3935.57
246000 3947.64
248000 3890.32
250000 3951.61
252000 3897.97
254000 3733.83
256000 3873.08
258000 3781.38
260000 3798.06
262000 3837.71
264000 3786.59
266000 3754.5
268000 3722.39
270000 3603.82
272000 3552.08
274000 3493.05
276000 3650.03
278000 3607.73
280000 3560.01
282000 3454.49
284000 3394.39
286000 3554.01
288000 3383.91
290000 3448.16
292000 3417.95
294000 3307.02
296000 3282
298000 3311.55
300000 3238.81
302000 3191.06
304000 3195.99
306000 3136.56
308000 3274.36
310000 3158.7
312000 3087.09
314000 3108.19
316000 3088.45
318000 3080.22
320000 3001.86
322000 2985.94
324000 3030.52
326000 3062.65
328000 3056.77
330000 3066.17
332000 3078.55
334000 3055.06
336000 2972.03
338000 2992.57
340000 3083.29
342000 2960.97
344000 2968.16
346000 3064.13
348000 3013.45
350000 2946.31
352000 2935.85
354000 2961.53
356000 2966.49
358000 2965.46
360000 2975.15
362000 3033.52
364000 3044.29
366000 2995.17
368000 3076.03
370000 3013.53
372000 3014.86
374000 3073.46
376000 3057.3
378000 2955.87
380000 3064.34
382000 2940.77
384000 2909.24
386000 3062.1
388000 2947.06
390000 2937.21
392000 3014.97
394000 3029.48
396000 3049.75
398000 3084.93
400000 3039.85
402000 2979.89
404000 2990.01
406000 2833.63
408000 2965.97
410000 2933.12
412000 2888.62
414000 2885.29
416000 2790.72
418000 2769.07
420000 2693.22
422000 2672.72
424000 2744.55
426000 2634.57
428000 2666.32
430000 2626.45
432000 2681.49
434000 2532.07
436000 2532.13
438000 2546.38
440000 2463.75
442000 2553.51
444000 2416.25
446000 2514.94
448000 2451.78
450000 2418.52
452000 2306.41
454000 2373.59
456000 2252.46
458000 2291.67
460000 2319.61
462000 2225.74
464000 2265.27
466000 2229.26
468000 2153.48
470000 2092.66
472000 2085.44
474000 2126.76
476000 2012.93
478000 2085.16
480000 1986.05
482000 2043.83
484000 1974.08
486000 2020.02
488000 2064.22
490000 1974.71
492000 1983.77
494000 1978.67
496000 2044.82
498000 1973.26
500000 2041.97
502000 2030.29
504000 2026.03
506000 1932.55
508000 1975.35
510000 1982.88
512000 1982.74
514000 1960.81
516000 1936.09
518000 1965.95
520000 1966.04
522000 2022.26
524000 2072.97
526000 2009.72
528000 1944.77
530000 1986.62
532000 2025.65
534000 1941.33
536000 2008.7
538000 1985.51
540000 2036.1
542000 1991.77
544000 2039.7
546000 2027.82
548000 2002.04
550000 2022
552000 2043.22
554000 2017.84
556000 1978.47
558000 1967.77
560000 1985.18
562000 1938.68
564000 1963.67
566000 1954.42
568000 1962.04
570000 1844.64
572000 1843.62
574000 1853.88
576000 1786.34
578000 1783.44
580000 1807.62
582000 1733.01
584000 1726.19
586000 1644.88
588000 1653.83
590000 1614.77
592000 1644.77
594000 1580.9
596000 1594.62
598000 1555.26
600000 1511.82
602000 1463.07
604000 1419.35
606000 1410.59
608000 1429.14
610000 1389.49
612000 1333.2
614000 1343.01
616000 1290.21
618000 1255.31
620000 1245.68
622000 1257.05
624000 1218.17
626000 1166.88
628000 1142.62
630000 1120.46
632000 1112.98
634000 1114.91
636000 1092.53
638000 1047.72
640000 1031.55
642000 990.034
644000 1004.08
646000 994.255
648000 982.197
650000 1033.26
652000 1019.14
654000 1021.05
656000 1025.56
658000 1016.58
660000 979.633
662000 976.413
664000 1032.81
666000 1005.37
668000 1010.06
670000 994.497
672000 1000.36
674000 1010.4
676000 1006.73
678000 1023.06
680000 1009.28
682000 994.879
684000 1026.3
686000 992.988
688000 1007.48
690000 975.724
692000 982.425
694000 982.876
696000 1034.12
698000 985.814
700000 968.876
702000 987.374
704000 982.87
706000 990.598
708000 988.708
710000 1023.74
712000 1029.47
714000 1019.6
716000 1018.44
718000 1019.3
720000 1023.96
722000 978.28
724000 971.65
726000 1004.02
728000 933.356
730000 960.937
732000 928.401
734000 921.622
736000 881.482
738000 903.412
740000 881.373
742000 857.435
744000 869.389
746000 829.41
748000 814.094
750000 817.245
752000 829.952
754000 808.1
756000 754.786
758000 753.364
760000 748.836
762000 731.589
764000 712.138
766000 731.658
768000 715.581
770000 706.976
772000 676.995
774000 649.693
776000 662.089
778000 649.388
780000 627.388
782000 608.897
784000 605.612
786000 576.971
788000 582.905
790000 573.669
792000 564.833
794000 545.645
796000 515.233
798000 509.304
800000 505.866
802000 512.873
804000 494.829
806000 489.22
808000 481.094
810000 499.788
812000 488.998
814000 487.923
816000 500.133
818000 501.53
820000 515.708
822000 500.423
824000 492.503
826000 513.487
828000 509.647
830000 495.659
832000 501.228
834000 482.146
836000 505.979
838000 488.588
840000 487.422
842000 510.967
844000 505.293
846000 493.355
848000 511.355
850000 498.342
852000 516.744
854000 504.051
856000 488.639
858000 500.848
860000 486.767
862000 506.397
864000 512.538
866000 515.392
868000 491.012
870000 496.68
872000 511.26
874000 504.614
876000 511.975
878000 489.158
880000 494.214
882000 492.689
884000 478.942
886000 470.596
888000 452.563
890000 451.829
892000 435.207
894000 419.038
896000 396.935
898000 391.924
900000 396.812
902000 379.835
904000 357.538
906000 336.008
908000 324.574
910000 324.156
912000 318.549
914000 308.34
916000 283.714
918000 277.587
920000 253.485
922000 244.04
924000 238.085
926000 221.153
928000 215.379
930000 199.969
932000 192.782
934000 179.301
936000 159.552
938000 155.257
940000 141.72
942000 124.459
944000 114.095
946000 101.561
948000 89.0702
950000 77.5456
952000 66.1584
954000 54.1851
956000 40.8508
958000 28.2939
960000 16.5271
962000 9.73688
964000 9.68726
966000 10.1261
968000 10.2196
970000 9.5497
972000 9.60392
974000 10.2553
976000 10.2633
978000 10.2137
980000 9.75493
982000 10.0413
984000 9.99421
986000 9.73958
988000 9.88227
990000 10.0434
992000 10.208
994000 9.64518
996000 9.69591
998000 9.86071
1000000 9.76997
1002000 10.2276
1004000 9.72695
1006000 9.85298
1008000 10.1369
1010000 9.99432
1012000 10.2444
1014000 9.99292
1016000 10.1935
1018000 9.75279
1020000 9.92883
1022000 10.0643
1024000 9.79567
1026000 9.79151
1028000 9.89771
1030000 10.2047
1032000 9.81814
1034000 10.0384
1036000 10.046
1038000 9.84283
1040000 9.94958
