# Time-averaged data for fix 11coord
# TimeStep c_sumcoor11
2000 0
4000 0
6000 0.00145833
8000 0.0009375
10000 0.00229167
12000 0.00239583
14000 0.00364583
16000 0.00395833
18000 0.0084375
20000 0.00958333
22000 0.0104167
24000 0.0127083
26000 0.0123958
28000 0.008125
30000 0.00385417
32000 0.005
34000 0.005625
36000 0.0125
38000 0.0253125
40000 0.018125
42000 0.00697917
44000 0.015625
46000 0.00395833
48000 0.00510417
50000 0.0071875
52000 0.0178125
54000 0.00708333
56000 0.0071875
58000 0.00510417
60000 0.0071875
62000 0.00729167
64000 0.0170833
66000 0.0129167
68000 0.0113542
70000 0.000520833
72000 0.00229167
74000 0.00854167
76000 0.00333333
78000 0.013125
80000 0.0123958
82000 0.00645833
84000 0.00916667
86000 0.00260417
88000 0.00395833
90000 0.0046875
92000 0.00885417
94000 0.00916667
96000 0.0129167
98000 0.00416667
100000 0.008125
102000 0.00635417
104000 0.00541667
106000 0.00822917
108000 0.00510417
110000 0.00770833
112000 0.00489583
114000 0.00614583
116000 0.004375
118000 0.0071875
120000 0.00416667
122000 0.00333333
124000 0.00125
126000 0.0003125
128000 0.00604167
130000 0.0084375
132000 0.00958333
134000 0.00489583
136000 0.0179167
138000 0.0184375
140000 0.0214583
142000 0.015
144000 0.00364583
146000 0.00510417
148000 0.000520833
150000 0.00177083
152000 0.0009375
154000 0.000625
156000 0.000520833
158000 0.0102083
160000 0.01125
162000 0.00104167
164000 0.00479167
166000 0.0111458
168000 0.000625
170000 0.000729167
172000 0.000520833
174000 0.0003125
176000 0
178000 0.00604167
180000 0.00708333
182000 0.0028125
184000 0.00177083
186000 0.0090625
188000 0.00666667
190000 0.00333333
192000 0.0104167
194000 0.000833333
196000 0.00145833
198000 0.0046875
200000 0.000729167
202000 0.00177083
204000 0.00166667
206000 0.00208333
208000 0.0040625
210000 0.00322917
212000 0.00614583
214000 0.00645833
216000 0.00614583
218000 0.00854167
220000 0.0161458
222000 0.0135417
224000 0.0120833
226000 0.0135417
228000 0.00177083
230000 0.0211458
232000 0.0096875
234000 0.0116667
236000 0.0102083
238000 0.00947917
240000 0.00197917
242000 0.000416667
244000 0
246000 0.000833333
248000 0.000520833
250000 0.0009375
252000 0.000416667
254000 0.000208333
256000 0.0028125
258000 0.00104167
260000 0.000416667
262000 0.000104167
264000 0
266000 0.00520833
268000 0.0116667
270000 0.015
272000 0.015625
274000 0.01125
276000 0.0129167
278000 0.00802083
280000 0.00166667
282000 0.00739583
284000 0
286000 0.00291667
288000 0.0126042
290000 0.0101042
292000 0.01
294000 0.01625
296000 0.0161458
298000 0.00916667
300000 0.0129167
302000 0.0155208
304000 0.0165625
306000 0.00802083
308000 0.01
310000 0.0183333
312000 0.0177083
314000 0.0178125
316000 0.0169792
318000 0.0175
320000 0.0185417
322000 0.0176042
324000 0.0176042
326000 0.0182292
328000 0.0138542
330000 0.0176042
332000 0.0177083
334000 0.0176042
336000 0.0125
338000 0.014375
340000 0.0177083
342000 0.0182292
344000 0.0213542
346000 0.0144792
348000 0.0171875
350000 0.0166667
352000 0.0173958
354000 0.0175
356000 0.018125
358000 0.0171875
360000 0.0154167
362000 0.0173958
364000 0.0165625
366000 0.0165625
368000 0.0133333
370000 0.0151042
372000 0.0160417
374000 0.0170833
376000 0.0179167
378000 0.01875
380000 0.0125
382000 0.0175
384000 0.016875
386000 0.0171875
388000 0.0166667
390000 0.0177083
392000 0.0003125
394000 0
396000 0.00104167
398000 0.000520833
400000 0
402000 0
404000 0
406000 0.00125
408000 0.00822917
410000 0
412000 0.001875
414000 0.0034375
416000 0.00208333
418000 0.000625
420000 0.00541667
422000 0.00635417
424000 0.0009375
426000 0
428000 0
430000 0
432000 0.00166667
434000 0.00104167
436000 0.009375
438000 0.00114583
440000 0
442000 0.0003125
444000 0.000833333
446000 0
448000 0
450000 0
452000 0.0028125
454000 0.00135417
456000 0
458000 0
460000 0
462000 0
464000 0
466000 0.00239583
468000 0.0034375
470000 0
472000 0
474000 0
476000 0
478000 0.00322917
480000 0
482000 0
484000 0
486000 0
488000 0
490000 0
492000 0
494000 0
496000 0
498000 0
500000 0
502000 0
504000 0
506000 0
508000 0
510000 0
512000 0
514000 0
516000 0
518000 0
520000 0
522000 0
524000 0
526000 0
528000 0
530000 0
532000 0
534000 0
536000 0
538000 0
540000 0.00125
542000 0.0172917
544000 0.0175
546000 0.0165625
548000 0.0159375
550000 0.0152083
552000 0.0134375
554000 0.0177083
556000 0.0175
558000 0.0176042
560000 0.0175
562000 0.0173958
564000 0.0116667
566000 0.0177083
568000 0.00989583
570000 0.00385417
572000 0.0182292
574000 0.0166667
576000 0.0171875
578000 0.0177083
580000 0.018125
582000 0.0179167
584000 0.0179167
586000 0.0177083
588000 0.0177083
590000 0.0183333
592000 0.0179167
594000 0.0177083
596000 0.0183333
598000 0.0177083
600000 0.0182292
602000 0.0180208
604000 0.018125
606000 0.0175
608000 0.018125
610000 0.018125
612000 0.0185417
614000 0.0184375
616000 0.0190625
618000 0.01875
620000 0.0184375
622000 0.0180208
624000 0.0183333
626000 0.0183333
628000 0.0190625
630000 0.0183333
632000 0.0185417
634000 0.0179167
636000 0.0188542
638000 0.0188542
640000 0.0195833
642000 0.0185417
644000 0.0192708
646000 0.0190625
648000 0.0186458
650000 0.01875
652000 0.0189583
654000 0.0191667
656000 0.0190625
658000 0.018125
660000 0.0184375
662000 0.01875
664000 0.0186458
666000 0.0190625
668000 0.0191667
670000 0.01875
672000 0.0183333
674000 0.0185417
676000 0.0192708
678000 0.019375
680000 0.0191667
682000 0.0190625
684000 0.0189583
686000 0.0188542
688000 0.0195833
690000 0.01875
692000 0.0185417
694000 0.0192708
696000 0.0184375
698000 0.0189583
700000 0.01875
702000 0.0185417
704000 0.0183333
706000 0.0189583
708000 0.0192708
710000 0.0192708
712000 0.0190625
714000 0.0192708
716000 0.01875
718000 0.01875
720000 0.018125
722000 0.019375
724000 0.0185417
726000 0.01875
728000 0.019375
730000 0.0192708
732000 0.0188542
734000 0.01875
736000 0.01875
