# Time-averaged data for fix cell_info
# TimeStep v_avol v_alx v_aly v_alz
2000 2339.71 13.0582 13.0582 13.7144
4000 2280.97 12.9492 12.9492 13.5999
6000 2326.66 13.031 13.031 13.6859
8000 2120.24 12.6371 12.6371 13.2721
10000 1922.92 12.2318 12.2318 12.8465
12000 1724.42 11.7903 11.7903 12.3828
14000 1578.54 11.4526 11.4526 12.0281
16000 1611.64 11.5325 11.5325 12.1121
18000 1619.99 11.5538 11.5538 12.1344
20000 1547.18 11.3777 11.3777 11.9495
22000 1552.84 11.3915 11.3915 11.9639
24000 1620.55 11.5518 11.5518 12.1323
26000 1508.06 11.2788 11.2788 11.8455
28000 1418.26 11.0522 11.0522 11.6076
30000 1462.92 11.1641 11.1641 11.7251
32000 1449.07 11.1287 11.1287 11.6879
34000 1490.87 11.2368 11.2368 11.8015
36000 1498.88 11.2572 11.2572 11.8228
38000 1410.98 11.0327 11.0327 11.5871
40000 1370.48 10.9256 10.9256 11.4746
42000 1429.39 11.0811 11.0811 11.6379
44000 1455.98 11.1474 11.1474 11.7076
46000 1580.18 11.4564 11.4564 12.0321
48000 1544.58 11.3698 11.3698 11.9412
50000 1468.37 11.1801 11.1801 11.7419
52000 1411.62 11.0336 11.0336 11.5881
54000 1440.81 11.1096 11.1096 11.6679
56000 1459.1 11.1554 11.1554 11.716
58000 1454.87 11.1456 11.1456 11.7057
60000 1407.52 11.0231 11.0231 11.577
62000 1362.06 10.9018 10.9018 11.4496
64000 1421.21 11.0565 11.0565 11.6121
66000 1431.01 11.0832 11.0832 11.6401
68000 1467.94 11.1783 11.1783 11.7401
70000 1540.21 11.3578 11.3578 11.9285
72000 1644.7 11.6118 11.6118 12.1953
74000 1542.19 11.3626 11.3626 11.9336
76000 1484.99 11.221 11.221 11.7849
78000 1431.83 11.0872 11.0872 11.6443
80000 1414.13 11.04 11.04 11.5948
82000 1467.27 11.1784 11.1784 11.7401
84000 1470.05 11.1841 11.1841 11.7461
86000 1467.5 11.1794 11.1794 11.7411
88000 1447.56 11.1272 11.1272 11.6864
90000 1420.61 11.0589 11.0589 11.6146
92000 1497.25 11.2532 11.2532 11.8187
94000 1505.56 11.2745 11.2745 11.8411
96000 1485.37 11.2237 11.2237 11.7877
98000 1483.13 11.2181 11.2181 11.7818
100000 1489.76 11.2354 11.2354 11.8
102000 1473.47 11.1924 11.1924 11.7549
104000 1451.9 11.1388 11.1388 11.6986
106000 1482.96 11.2184 11.2184 11.7821
108000 1507.46 11.2789 11.2789 11.8457
110000 1518.77 11.3078 11.3078 11.8761
112000 1488.04 11.2305 11.2305 11.7948
114000 1486.63 11.2268 11.2268 11.7909
116000 1491.88 11.2409 11.2409 11.8058
118000 1484.16 11.22 11.22 11.7838
120000 1502.88 11.2678 11.2678 11.8341
122000 1531.34 11.3385 11.3385 11.9083
124000 1488.96 11.233 11.233 11.7975
126000 1529.86 11.3342 11.3342 11.9038
128000 1532.39 11.3405 11.3405 11.9104
130000 1488.26 11.2315 11.2315 11.7959
132000 1494.93 11.2481 11.2481 11.8134
134000 1491.89 11.2397 11.2397 11.8046
136000 1491.08 11.2378 11.2378 11.8025
138000 1508.16 11.2811 11.2811 11.848
140000 1547.93 11.3778 11.3778 11.9496
142000 1544.11 11.37 11.37 11.9414
